"Name","State","Notes","Created","Runtime","columns","distributions_args_cob","distributions_args_ig","distributions_args_iob","distributions_for_variates","distributions_kwargs_ig.loc","distributions_kwargs_ig.scale","distributions_kwargs_iob.loc","distributions_kwargs_iob.scale","number_of_segments","number_of_variates","resample_rule","segment_durations_long","segment_durations_short","wandb_entity","wandb_mode","wandb_project_name","dataset seed","duration in days NC","duration in days NN","duration in days RAW","duration in days RS","end date NC","end date NN","end date RAW","end date RS","frequency NC","frequency NN","frequency RAW","frequency RS","max MAE NC","max MAE NN","max MAE RAW","max MAE RS","max pattern frequency NC","max pattern frequency NN","max pattern frequency RAW","max pattern frequency RS","max segment length NC","max segment length NN","max segment length RAW","max segment length RS","mean MAE NC","mean MAE NN","mean MAE RAW","mean MAE RS","mean pattern frequency NC","mean pattern frequency NN","mean pattern frequency RAW","mean pattern frequency RS","mean segment length NC","mean segment length NN","mean segment length RAW","mean segment length RS","median MAE NC","median MAE NN","median MAE RAW","median MAE RS","median pattern frequency NC","median pattern frequency NN","median pattern frequency RAW","median pattern frequency RS","median segment length NC","median segment length NN","median segment length RAW","median segment length RS","min MAE NC","min MAE NN","min MAE RAW","min MAE RS","min pattern frequency NC","min pattern frequency NN","min pattern frequency RAW","min pattern frequency RS","min segment length NC","min segment length NN","min segment length RAW","min segment length RS","n observations NC","n observations NN","n observations RAW","n observations RS","n patterns NC","n patterns NN","n patterns RAW","n patterns RS","n segments NC","n segments NN","n segments RAW","n segments RS","n segments outside tolerance NC","n segments outside tolerance NN","n segments outside tolerance RAW","n segments outside tolerance RS","n segments within tolerance NC","n segments within tolerance NN","n segments within tolerance RAW","n segments within tolerance RS","start date NC","start date NN","start date RAW","start date RS","std MAE NC","std MAE NN","std MAE RAW","std MAE RS","std pattern frequency NC","std pattern frequency NN","std pattern frequency RAW","std pattern frequency RS","std segment length NC","std segment length NN","std segment length RAW","std segment length RS"
"zany-planet-20","finished","creates synthetic data, uncorrelated, correlated normal and non-normal","2025-01-01T19:09:22.000Z","32","[""iob"",""cob"",""ig""]","[1,0.1268]","[0]","[-0.1005]","[""<scipy.stats._continuous_distns.genextreme_gen object at 0x17ff89490>"",""<scipy.stats._discrete_distns.nbinom_gen object at 0x323071bb0>"",""<scipy.stats._continuous_distns.genextreme_gen object at 0x302306850>""]","116.108","27.961","1.2901","3.219","100","3","1min","[21600,28800,36000]","[900,1200,1800,3600,7200,10800,14400,18000]","idegen","online","synthetic-correlated-data-n30","916533","14","14","14","14","2017-07-07T15:59:59+00:00","2017-07-07T15:59:59+00:00","2017-07-07T15:59:59+00:00","2017-07-07T15:59:00+00:00","s","s","s","min","0.22","0.223","1.01","0.7","5","5","5","5","36000","36000","36000","600","0.111","0.112","0.604","0.207","4.348","4.348","4.348","4.348","12672","12672","12672","211.2","0.21","0.213","0.667","0.235","4","4","4","4","10800","10800","10800","180","0","0","0","0.01","4","4","4","4","900","900","900","15","1267200","1267200","1267200","21120","23","23","23","23","100","100","100","100","2","3","95","62","98","97","5","38","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","0.105","0.106","0.255","0.123","0.487","0.487","0.487","0.487","11285.076","11285.076","11285.076","188.085"
"whole-pine-19","finished","creates synthetic data, uncorrelated, correlated normal and non-normal","2025-01-01T19:08:47.000Z","32","[""iob"",""cob"",""ig""]","[1,0.1907]","[0]","[-0.0011]","[""<scipy.stats._continuous_distns.genextreme_gen object at 0x3020420d0>"",""<scipy.stats._discrete_distns.nbinom_gen object at 0x17e7efd30>"",""<scipy.stats._continuous_distns.genextreme_gen object at 0x302042760>""]","131.9869","48.8511","0.9971","2.5405","100","3","1min","[21600,28800,36000]","[900,1200,1800,3600,7200,10800,14400,18000]","idegen","online","synthetic-correlated-data-n30","543423","14","14","14","14","2017-07-07T20:44:59+00:00","2017-07-07T20:44:59+00:00","2017-07-07T20:44:59+00:00","2017-07-07T20:44:00+00:00","s","s","s","min","0.223","0.227","1.01","0.587","5","5","5","5","36000","36000","36000","600","0.119","0.122","0.608","0.207","4.348","4.348","4.348","4.348","12843","12843","12843","214.05","0.21","0.213","0.667","0.233","4","4","4","4","10800","10800","10800","180","0","0","0.007","0.01","4","4","4","4","900","900","900","15","1284300","1284300","1284300","21405","23","23","23","23","100","100","100","100","1","4","95","60","99","96","5","40","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","0.104","0.104","0.249","0.117","0.487","0.487","0.487","0.487","11257.619","11257.619","11257.619","187.627"
"autumn-yogurt-18","finished","creates synthetic data, uncorrelated, correlated normal and non-normal","2025-01-01T19:08:07.000Z","38","[""iob"",""cob"",""ig""]","[1,0.0869]","[0]","[-0.2182]","[""<scipy.stats._continuous_distns.genextreme_gen object at 0x323794460>"",""<scipy.stats._discrete_distns.nbinom_gen object at 0x31530e550>"",""<scipy.stats._continuous_distns.genextreme_gen object at 0x3237944c0>""]","123.613","37.0815","0.4807","0.7327","100","3","1min","[21600,28800,36000]","[900,1200,1800,3600,7200,10800,14400,18000]","idegen","online","synthetic-correlated-data-n30","156793","14","14","14","14","2017-07-07T13:59:59+00:00","2017-07-07T13:59:59+00:00","2017-07-07T13:59:59+00:00","2017-07-07T13:59:00+00:00","s","s","s","min","0.22","0.22","1.01","0.487","5","5","5","5","36000","36000","36000","600","0.114","0.115","0.602","0.224","4.348","4.348","4.348","4.348","12600","12600","12600","210","0.21","0.21","0.67","0.257","4","4","4","4","10800","10800","10800","180","0","0","0","0.01","4","4","4","4","900","900","900","15","1260000","1260000","1260000","21000","23","23","23","23","100","100","100","100","1","2","95","68","99","98","5","32","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","0.104","0.105","0.256","0.116","0.487","0.487","0.487","0.487","11062.714","11062.714","11062.714","184.379"
"dry-monkey-17","finished","creates synthetic data, uncorrelated, correlated normal and non-normal","2025-01-01T19:07:32.000Z","32","[""iob"",""cob"",""ig""]","[1,0.1215]","[0.0138]","[-0.3154]","[""<scipy.stats._continuous_distns.genextreme_gen object at 0x17f8c91c0>"",""<scipy.stats._discrete_distns.nbinom_gen object at 0x17f8aa760>"",""<scipy.stats._continuous_distns.genextreme_gen object at 0x17f8c9ac0>""]","117.5193","27.8409","0.1375","0.5302","100","3","1min","[21600,28800,36000]","[900,1200,1800,3600,7200,10800,14400,18000]","idegen","online","synthetic-correlated-data-n30","985417","14","14","14","14","2017-07-07T16:04:59+00:00","2017-07-07T16:04:59+00:00","2017-07-07T16:04:59+00:00","2017-07-07T16:04:00+00:00","s","s","s","min","0.217","0.22","1.027","0.58","5","5","5","5","36000","36000","36000","600","0.12","0.12","0.619","0.253","4.348","4.348","4.348","4.348","12675","12675","12675","211.25","0.213","0.213","0.667","0.278","4","4","4","4","10800","10800","10800","180","0","0","0.007","0.02","4","4","4","4","900","900","900","15","1267500","1267500","1267500","21125","23","23","23","23","100","100","100","100","0","0","96","76","100","100","4","24","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","0.104","0.105","0.246","0.12","0.487","0.487","0.487","0.487","11141.844","11141.844","11141.844","185.697"
"apricot-waterfall-16","finished","creates synthetic data, uncorrelated, correlated normal and non-normal","2025-01-01T19:06:57.000Z","32","[""iob"",""cob"",""ig""]","[1,0.125]","[0]","[-0.1154]","[""<scipy.stats._continuous_distns.genextreme_gen object at 0x302aaf7f0>"",""<scipy.stats._discrete_distns.nbinom_gen object at 0x30673f5b0>"",""<scipy.stats._continuous_distns.genextreme_gen object at 0x302aaf7c0>""]","112.6133","30.9116","1.489","2.1407","100","3","1min","[21600,28800,36000]","[900,1200,1800,3600,7200,10800,14400,18000]","idegen","online","synthetic-correlated-data-n30","503033","14","14","14","14","2017-07-07T18:14:59+00:00","2017-07-07T18:14:59+00:00","2017-07-07T18:14:59+00:00","2017-07-07T18:14:00+00:00","s","s","s","min","0.22","0.223","1.017","0.55","5","5","5","5","36000","36000","36000","600","0.11","0.111","0.61","0.212","4.348","4.348","4.348","4.348","12753","12753","12753","212.55","0.13","0.13","0.669","0.238","4","4","4","4","10800","10800","10800","180","0","0","0.003","0.003","4","4","4","4","900","900","900","15","1275300","1275300","1275300","21255","23","23","23","23","100","100","100","100","2","2","96","62","98","98","4","38","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","0.106","0.106","0.252","0.122","0.487","0.487","0.487","0.487","11146.748","11146.748","11146.748","185.779"
"eager-tree-15","finished","creates synthetic data, uncorrelated, correlated normal and non-normal","2025-01-01T19:06:22.000Z","33","[""iob"",""cob"",""ig""]","[1,0.1293]","[0.0104]","[-0.3043]","[""<scipy.stats._continuous_distns.genextreme_gen object at 0x17ff522e0>"",""<scipy.stats._discrete_distns.nbinom_gen object at 0x17f90be50>"",""<scipy.stats._continuous_distns.genextreme_gen object at 0x302306a00>""]","131.2902","45.9503","0.3637","0.7208","100","3","1min","[21600,28800,36000]","[900,1200,1800,3600,7200,10800,14400,18000]","idegen","online","synthetic-correlated-data-n30","219248","14","14","14","14","2017-07-07T20:44:59+00:00","2017-07-07T20:44:59+00:00","2017-07-07T20:44:59+00:00","2017-07-07T20:44:00+00:00","s","s","s","min","0.22","0.227","1.017","0.5","5","5","5","5","36000","36000","36000","600","0.113","0.114","0.619","0.244","4.348","4.348","4.348","4.348","12843","12843","12843","214.05","0.21","0.212","0.67","0.272","4","4","4","4","10800","10800","10800","180","0","0","0","0.023","4","4","4","4","900","900","900","15","1284300","1284300","1284300","21405","23","23","23","23","100","100","100","100","1","1","96","75","99","99","4","25","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","0.105","0.107","0.252","0.121","0.487","0.487","0.487","0.487","11093.626","11093.626","11093.626","184.894"
"feasible-armadillo-14","finished","creates synthetic data, uncorrelated, correlated normal and non-normal","2025-01-01T19:05:48.000Z","32","[""iob"",""cob"",""ig""]","[1,0.0881]","[0]","[-0.3934]","[""<scipy.stats._continuous_distns.genextreme_gen object at 0x302306430>"",""<scipy.stats._discrete_distns.nbinom_gen object at 0x17faba730>"",""<scipy.stats._continuous_distns.genextreme_gen object at 0x302306b20>""]","129.2143","46.3366","1.1972","1.9167","100","3","1min","[21600,28800,36000]","[900,1200,1800,3600,7200,10800,14400,18000]","idegen","online","synthetic-correlated-data-n30","336185","14","14","14","14","2017-07-07T14:14:59+00:00","2017-07-07T14:14:59+00:00","2017-07-07T14:14:59+00:00","2017-07-07T14:14:00+00:00","s","s","s","min","0.217","0.22","1.013","0.503","5","5","5","5","36000","36000","36000","600","0.116","0.116","0.613","0.257","4.348","4.348","4.348","4.348","12609","12609","12609","210.15","0.21","0.213","0.667","0.285","4","4","4","4","10800","10800","10800","180","0","0","0.007","0.017","4","4","4","4","900","900","900","15","1260900","1260900","1260900","21015","23","23","23","23","100","100","100","100","0","0","96","75","100","100","4","25","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","0.105","0.105","0.249","0.125","0.487","0.487","0.487","0.487","11053.461","11053.461","11053.461","184.224"
"earthy-yogurt-13","finished","creates synthetic data, uncorrelated, correlated normal and non-normal","2025-01-01T19:05:13.000Z","32","[""iob"",""cob"",""ig""]","[1,0.0464]","[0]","[-0.5206]","[""<scipy.stats._continuous_distns.genextreme_gen object at 0x3230597f0>"",""<scipy.stats._discrete_distns.nbinom_gen object at 0x323078af0>"",""<scipy.stats._continuous_distns.genextreme_gen object at 0x3230591f0>""]","113.1839","31.3848","0.7909","1.3817","100","3","1min","[21600,28800,36000]","[900,1200,1800,3600,7200,10800,14400,18000]","idegen","online","synthetic-correlated-data-n30","697525","14","14","14","14","2017-07-07T14:14:59+00:00","2017-07-07T14:14:59+00:00","2017-07-07T14:14:59+00:00","2017-07-07T14:14:00+00:00","s","s","s","min","0.22","0.22","1.017","0.54","5","5","5","5","36000","36000","36000","600","0.116","0.116","0.605","0.281","4.348","4.348","4.348","4.348","12609","12609","12609","210.15","0.21","0.21","0.667","0.312","4","4","4","4","10800","10800","10800","180","0","0","0.003","0.017","4","4","4","4","900","900","900","15","1260900","1260900","1260900","21015","23","23","23","23","100","100","100","100","0","0","95","77","100","100","5","23","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","0.105","0.106","0.252","0.132","0.487","0.487","0.487","0.487","11077.123","11077.123","11077.123","184.619"
"easy-waterfall-12","finished","creates synthetic data, uncorrelated, correlated normal and non-normal","2025-01-01T19:04:38.000Z","33","[""iob"",""cob"",""ig""]","[1,0.0979]","[0.0165]","[-0.3543]","[""<scipy.stats._continuous_distns.genextreme_gen object at 0x30210bbb0>"",""<scipy.stats._discrete_distns.nbinom_gen object at 0x3021a78e0>"",""<scipy.stats._continuous_distns.genextreme_gen object at 0x30210ba30>""]","88.7941","22.0546","0.2439","0.8729","100","3","1min","[21600,28800,36000]","[900,1200,1800,3600,7200,10800,14400,18000]","idegen","online","synthetic-correlated-data-n30","630116","14","14","14","14","2017-07-07T13:14:59+00:00","2017-07-07T13:14:59+00:00","2017-07-07T13:14:59+00:00","2017-07-07T13:14:00+00:00","s","s","s","min","0.217","0.22","1.033","0.61","5","5","5","5","36000","36000","36000","600","0.111","0.112","0.618","0.254","4.348","4.348","4.348","4.348","12573","12573","12573","209.55","0.208","0.21","0.667","0.284","4","4","4","4","10800","10800","10800","180","0","0","0.003","0.01","4","4","4","4","900","900","900","15","1257300","1257300","1257300","20955","23","23","23","23","100","100","100","100","1","1","95","74","99","99","5","26","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","0.106","0.106","0.26","0.135","0.487","0.487","0.487","0.487","11065.269","11065.269","11065.269","184.421"
"glorious-wave-11","finished","creates synthetic data, uncorrelated, correlated normal and non-normal","2025-01-01T19:04:04.000Z","32","[""iob"",""cob"",""ig""]","[1,0.1074]","[0.003]","[0.041]","[""<scipy.stats._continuous_distns.genextreme_gen object at 0x322d983d0>"",""<scipy.stats._discrete_distns.nbinom_gen object at 0x3207630d0>"",""<scipy.stats._continuous_distns.genextreme_gen object at 0x3051965e0>""]","115.813","40.7024","0.4335","1.1122","100","3","1min","[21600,28800,36000]","[900,1200,1800,3600,7200,10800,14400,18000]","idegen","online","synthetic-correlated-data-n30","659352","14","14","14","14","2017-07-07T17:44:59+00:00","2017-07-07T17:44:59+00:00","2017-07-07T17:44:59+00:00","2017-07-07T17:44:00+00:00","s","s","s","min","0.223","0.227","1.017","0.617","5","5","5","5","36000","36000","36000","600","0.116","0.117","0.621","0.201","4.348","4.348","4.348","4.348","12735","12735","12735","212.25","0.212","0.213","0.669","0.233","4","4","4","4","10800","10800","10800","180","0","0","0.007","0.007","4","4","4","4","900","900","900","15","1273500","1273500","1273500","21225","23","23","23","23","100","100","100","100","1","1","96","53","99","99","4","47","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","0.105","0.106","0.25","0.129","0.487","0.487","0.487","0.487","11095.484","11095.484","11095.484","184.925"
"chocolate-dew-10","finished","creates synthetic data, uncorrelated, correlated normal and non-normal","2025-01-01T19:03:29.000Z","32","[""iob"",""cob"",""ig""]","[1,0.0615]","[0.0782]","[-0.2362]","[""<scipy.stats._continuous_distns.genextreme_gen object at 0x3230daa90>"",""<scipy.stats._discrete_distns.nbinom_gen object at 0x3230fc8b0>"",""<scipy.stats._continuous_distns.genextreme_gen object at 0x3230da880>""]","109.5085","27.2984","1.148","2.0335","100","3","1min","[21600,28800,36000]","[900,1200,1800,3600,7200,10800,14400,18000]","idegen","online","synthetic-correlated-data-n30","199437","14","14","14","14","2017-07-07T13:59:59+00:00","2017-07-07T13:59:59+00:00","2017-07-07T13:59:59+00:00","2017-07-07T13:59:00+00:00","s","s","s","min","0.22","0.22","1.01","0.723","5","5","5","5","36000","36000","36000","600","0.114","0.114","0.607","0.238","4.348","4.348","4.348","4.348","12600","12600","12600","210","0.21","0.212","0.667","0.253","4","4","4","4","10800","10800","10800","180","0","0","0.003","0.01","4","4","4","4","900","900","900","15","1260000","1260000","1260000","21000","23","23","23","23","100","100","100","100","0","0","95","69","100","100","5","31","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","0.106","0.106","0.255","0.14","0.487","0.487","0.487","0.487","11320.055","11320.055","11320.055","188.668"
"toasty-music-9","finished","creates synthetic data, uncorrelated, correlated normal and non-normal","2025-01-01T19:02:54.000Z","33","[""iob"",""cob"",""ig""]","[1,0.2202]","[0]","[-0.0425]","[""<scipy.stats._continuous_distns.genextreme_gen object at 0x3029eb9d0>"",""<scipy.stats._discrete_distns.nbinom_gen object at 0x302a26f70>"",""<scipy.stats._continuous_distns.genextreme_gen object at 0x3029ebd30>""]","117.1735","43.3512","0.1354","0.3602","100","3","1min","[21600,28800,36000]","[900,1200,1800,3600,7200,10800,14400,18000]","idegen","online","synthetic-correlated-data-n30","480033","14","14","14","14","2017-07-07T13:14:59+00:00","2017-07-07T13:14:59+00:00","2017-07-07T13:14:59+00:00","2017-07-07T13:14:00+00:00","s","s","s","min","0.22","0.227","1.01","0.747","5","5","5","5","36000","36000","36000","600","0.116","0.12","0.621","0.219","4.348","4.348","4.348","4.348","12573","12573","12573","209.55","0.21","0.213","0.667","0.236","4","4","4","4","10800","10800","10800","180","0","0","0","0.017","4","4","4","4","900","900","900","15","1257300","1257300","1257300","20955","23","23","23","23","100","100","100","100","2","2","96","61","98","98","4","39","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","0.105","0.106","0.25","0.125","0.487","0.487","0.487","0.487","11065.269","11065.269","11065.269","184.421"
"quiet-sound-8","finished","creates synthetic data, uncorrelated, correlated normal and non-normal","2025-01-01T19:02:20.000Z","32","[""iob"",""cob"",""ig""]","[1,0.1535]","[0]","[-0.2599]","[""<scipy.stats._continuous_distns.genextreme_gen object at 0x17d737970>"",""<scipy.stats._discrete_distns.nbinom_gen object at 0x17fecc4c0>"",""<scipy.stats._continuous_distns.genextreme_gen object at 0x17d737c70>""]","105.2632","29.8555","0.1165","0.7685","100","3","1min","[21600,28800,36000]","[900,1200,1800,3600,7200,10800,14400,18000]","idegen","online","synthetic-correlated-data-n30","661869","14","14","14","14","2017-07-07T18:04:59+00:00","2017-07-07T18:04:59+00:00","2017-07-07T18:04:59+00:00","2017-07-07T18:04:00+00:00","s","s","s","min","0.22","0.223","1.013","0.483","5","5","5","5","36000","36000","36000","600","0.116","0.118","0.608","0.237","4.348","4.348","4.348","4.348","12747","12747","12747","212.45","0.212","0.213","0.67","0.253","4","4","4","4","10800","10800","10800","180","0","0","0","0.013","4","4","4","4","900","900","900","15","1274700","1274700","1274700","21245","23","23","23","23","100","100","100","100","0","0","96","71","100","100","4","29","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","0.105","0.106","0.246","0.123","0.487","0.487","0.487","0.487","11152.863","11152.863","11152.863","185.881"
"copper-firebrand-7","finished","creates synthetic data, uncorrelated, correlated normal and non-normal","2025-01-01T19:01:45.000Z","32","[""iob"",""cob"",""ig""]","[1,0.0641]","[0]","[-0.2274]","[""<scipy.stats._continuous_distns.genextreme_gen object at 0x17fce5f40>"",""<scipy.stats._discrete_distns.nbinom_gen object at 0x322d984f0>"",""<scipy.stats._continuous_distns.genextreme_gen object at 0x17fce5520>""]","120.3555","38.8793","0.4805","0.8212","100","3","1min","[21600,28800,36000]","[900,1200,1800,3600,7200,10800,14400,18000]","idegen","online","synthetic-correlated-data-n30","410491","14","14","14","14","2017-07-07T11:29:59+00:00","2017-07-07T11:29:59+00:00","2017-07-07T11:29:59+00:00","2017-07-07T11:29:00+00:00","s","s","s","min","0.217","0.217","1.013","0.693","5","5","5","5","36000","36000","36000","600","0.115","0.116","0.612","0.237","4.348","4.348","4.348","4.348","12510","12510","12510","208.5","0.21","0.21","0.667","0.247","4","4","4","4","10800","10800","10800","180","0","0","0","0.007","4","4","4","4","900","900","900","15","1251000","1251000","1251000","20850","23","23","23","23","100","100","100","100","1","1","95","71","99","99","5","29","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","0.105","0.105","0.254","0.14","0.487","0.487","0.487","0.487","11207.83","11207.83","11207.83","186.797"
"polished-meadow-6","finished","creates synthetic data, uncorrelated, correlated normal and non-normal","2025-01-01T19:01:10.000Z","32","[""iob"",""cob"",""ig""]","[1,0.1433]","[0]","[-0.0936]","[""<scipy.stats._continuous_distns.genextreme_gen object at 0x302ddab50>"",""<scipy.stats._discrete_distns.nbinom_gen object at 0x302dfe820>"",""<scipy.stats._continuous_distns.genextreme_gen object at 0x302dda1c0>""]","95.7793","26.6887","0.6418","1.6414","100","3","1min","[21600,28800,36000]","[900,1200,1800,3600,7200,10800,14400,18000]","idegen","online","synthetic-correlated-data-n30","71447","14","14","14","14","2017-07-07T20:14:59+00:00","2017-07-07T20:14:59+00:00","2017-07-07T20:14:59+00:00","2017-07-07T20:14:00+00:00","s","s","s","min","0.217","0.223","1.03","0.497","5","5","5","5","36000","36000","36000","600","0.11","0.111","0.608","0.201","4.348","4.348","4.348","4.348","12825","12825","12825","213.75","0.125","0.126","0.667","0.23","4","4","4","4","10800","10800","10800","180","0","0","0","0.01","4","4","4","4","900","900","900","15","1282500","1282500","1282500","21375","23","23","23","23","100","100","100","100","1","2","95","54","99","98","5","46","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","0.105","0.106","0.261","0.111","0.487","0.487","0.487","0.487","11273.974","11273.974","11273.974","187.9"
"prime-yogurt-5","finished","creates synthetic data, uncorrelated, correlated normal and non-normal","2025-01-01T19:00:36.000Z","32","[""iob"",""cob"",""ig""]","[1,0.0786]","[0]","[-0.3509]","[""<scipy.stats._continuous_distns.genextreme_gen object at 0x17fc99850>"",""<scipy.stats._discrete_distns.nbinom_gen object at 0x17fd73d00>"",""<scipy.stats._continuous_distns.genextreme_gen object at 0x17fc99730>""]","111.8077","30.1421","0.5652","0.9301","100","3","1min","[21600,28800,36000]","[900,1200,1800,3600,7200,10800,14400,18000]","idegen","online","synthetic-correlated-data-n30","782274","14","14","14","14","2017-07-07T16:29:59+00:00","2017-07-07T16:29:59+00:00","2017-07-07T16:29:59+00:00","2017-07-07T16:29:00+00:00","s","s","s","min","0.22","0.223","1.02","0.627","5","5","5","5","36000","36000","36000","600","0.113","0.114","0.618","0.246","4.348","4.348","4.348","4.348","12690","12690","12690","211.5","0.212","0.212","0.67","0.268","4","4","4","4","10800","10800","10800","180","0","0","0","0.02","4","4","4","4","900","900","900","15","1269000","1269000","1269000","21150","23","23","23","23","100","100","100","100","3","3","96","73","97","97","4","27","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","0.106","0.107","0.252","0.131","0.487","0.487","0.487","0.487","11335.584","11335.584","11335.584","188.926"
"jolly-frog-4","finished","creates synthetic data, uncorrelated, correlated normal and non-normal","2025-01-01T19:00:01.000Z","32","[""iob"",""cob"",""ig""]","[1,0.1107]","[0]","[-0.4394]","[""<scipy.stats._continuous_distns.genextreme_gen object at 0x17f87baf0>"",""<scipy.stats._discrete_distns.nbinom_gen object at 0x17fc542e0>"",""<scipy.stats._continuous_distns.genextreme_gen object at 0x17f87bca0>""]","113.3452","35.5533","0.2859","0.5602","100","3","1min","[21600,28800,36000]","[900,1200,1800,3600,7200,10800,14400,18000]","idegen","online","synthetic-correlated-data-n30","579103","14","14","14","14","2017-07-07T18:14:59+00:00","2017-07-07T18:14:59+00:00","2017-07-07T18:14:59+00:00","2017-07-07T18:14:00+00:00","s","s","s","min","0.22","0.223","1.013","0.6","5","5","5","5","36000","36000","36000","600","0.119","0.12","0.61","0.276","4.348","4.348","4.348","4.348","12753","12753","12753","212.55","0.213","0.213","0.667","0.307","4","4","4","4","10800","10800","10800","180","0","0","0.003","0.02","4","4","4","4","900","900","900","15","1275300","1275300","1275300","21255","23","23","23","23","100","100","100","100","2","2","96","80","98","98","4","20","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","0.104","0.105","0.245","0.137","0.487","0.487","0.487","0.487","11286.798","11286.798","11286.798","188.113"
"helpful-thunder-3","finished","creates synthetic data, uncorrelated, correlated normal and non-normal","2025-01-01T18:59:27.000Z","31","[""iob"",""cob"",""ig""]","[1,0.0794]","[0.0067]","[-0.3198]","[""<scipy.stats._continuous_distns.genextreme_gen object at 0x322d3af40>"",""<scipy.stats._discrete_distns.nbinom_gen object at 0x322d33df0>"",""<scipy.stats._continuous_distns.genextreme_gen object at 0x322d98520>""]","121.2553","32.4773","0.5093","0.7066","100","3","1min","[21600,28800,36000]","[900,1200,1800,3600,7200,10800,14400,18000]","idegen","online","synthetic-correlated-data-n30","419751","14","14","14","14","2017-07-07T10:59:59+00:00","2017-07-07T10:59:59+00:00","2017-07-07T10:59:59+00:00","2017-07-07T10:59:00+00:00","s","s","s","min","0.22","0.22","1.027","0.587","5","5","5","5","36000","36000","36000","600","0.114","0.114","0.618","0.252","4.348","4.348","4.348","4.348","12492","12492","12492","208.2","0.21","0.212","0.667","0.276","4","4","4","4","10800","10800","10800","180","0","0","0.003","0.01","4","4","4","4","900","900","900","15","1249200","1249200","1249200","20820","23","23","23","23","100","100","100","100","0","0","96","75","100","100","4","25","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","2017-06-23T00:00:00+00:00","0.106","0.106","0.251","0.129","0.487","0.487","0.487","0.487","11097.626","11097.626","11097.626","184.96"
